credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited
547,Germany,Male,32,8,155726.85,1,Sim,Nao,67789.99,Nao
701,France,Female,39,9,0,2,Nao,Sim,145894.9,Nao
616,France,Female,66,1,135842.41,1,Sim,Nao,183840.51,Sim
605,France,Male,52,1,63349.75,1,Sim,Nao,108887.44,Nao
593,Germany,Female,38,4,129499.42,1,Sim,Sim,154071.27,Nao
751,Spain,Male,52,8,0,2,Nao,Sim,179291.85,Nao
443,Spain,Male,36,6,70438.01,2,Nao,Sim,56937.43,Nao
685,France,Male,23,8,0,2,Sim,Sim,112239.03,Nao
718,France,Male,36,9,0,1,Sim,Nao,45909.87,Nao
538,Spain,Female,49,9,141434.04,1,Nao,Nao,173779.25,Sim
611,Spain,Female,37,4,0,2,Sim,Nao,125696.26,Nao
668,Germany,Male,37,10,152958.29,2,Sim,Sim,159585.61,Nao
537,Germany,Female,41,3,138306.34,1,Sim,Nao,106761.47,Nao
709,Spain,Male,23,10,0,2,Nao,Nao,129590.18,Nao
850,France,Male,38,1,0,2,Sim,Sim,80006.65,Nao
745,Spain,Female,31,3,124328.84,1,Sim,Sim,140451.52,Nao
693,Germany,Female,41,9,181461.48,3,Sim,Sim,187929.43,Sim
795,Spain,Male,35,8,0,2,Sim,Nao,167155.36,Nao
626,Spain,Male,26,8,0,2,Nao,Nao,191420.71,Nao
487,Germany,Female,61,5,110368.03,1,Nao,Nao,11384.45,Sim
556,France,Female,39,9,89588.35,1,Sim,Sim,94898.1,Nao
643,France,Female,46,6,0,2,Nao,Nao,106781.59,Nao
605,France,Female,28,6,0,2,Nao,Nao,159508.52,Nao
756,Germany,Female,60,3,115924.89,1,Sim,Nao,93524.19,Sim
586,France,Female,38,2,0,2,Sim,Nao,87168.46,Nao
535,Germany,Male,40,7,111756.5,1,Sim,Nao,8128.32,Sim
678,France,Female,35,4,0,1,Sim,Nao,125518.32,Nao
596,France,Male,39,9,0,1,Sim,Nao,48963.59,Nao
648,France,Male,26,9,162923.85,1,Sim,Nao,98368.24,Nao
492,Germany,Male,39,10,124576.65,2,Sim,Nao,148584.61,Nao
702,France,Male,45,0,80793.58,1,Sim,Sim,27474.81,Nao
486,Germany,Female,40,9,71340.09,1,Sim,Nao,76192.21,Nao
568,Germany,Male,40,1,99282.63,1,Nao,Nao,134600.94,Sim
619,Germany,Male,57,3,137946.39,1,Sim,Sim,72467.99,Sim
724,Germany,Male,41,2,127892.57,2,Nao,Sim,199645.45,Nao
548,Germany,Female,33,0,101084.36,1,Sim,Nao,42749.85,Nao
545,Germany,Female,37,8,114754.08,1,Sim,Nao,136050.44,Sim
683,France,Male,33,8,0,1,Nao,Nao,73564.44,Nao
762,France,Female,51,3,99286.98,1,Nao,Sim,85578.63,Nao
627,Germany,Female,30,4,79871.02,2,Sim,Nao,129826.89,Nao
516,France,Male,35,10,104088.59,2,Nao,Nao,119666,Nao
800,France,Female,38,2,168190.33,2,Sim,Nao,68052.08,Nao
464,Germany,Female,42,3,85679.25,1,Sim,Sim,164104.74,Nao
626,France,Female,35,3,0,1,Nao,Nao,80190.36,Nao
790,France,Female,31,9,0,2,Sim,Nao,84126.75,Nao
534,France,Female,34,7,121551.58,2,Sim,Sim,70179,Nao
745,France,Male,46,2,122220.19,1,Sim,Sim,118024.1,Nao
553,Spain,Male,47,3,116528.15,1,Nao,Nao,145704.19,Sim
748,France,Female,26,1,77780.29,1,Nao,Sim,183049.41,Nao
722,France,Male,37,2,0,1,Nao,Nao,120906.83,Nao
501,France,Male,40,4,125832.2,1,Sim,Sim,100433.83,Nao
675,France,Female,38,6,68065.8,1,Nao,Nao,138777,Sim
778,Spain,Female,47,6,127299.34,2,Sim,Nao,124694.99,Nao
494,Germany,Female,38,7,174937.64,1,Sim,Nao,40084.32,Nao
850,France,Male,40,9,0,2,Nao,Sim,119232.33,Nao
592,Spain,Male,31,7,110071.1,1,Nao,Nao,43921.36,Nao
590,Spain,Female,44,3,139432.37,1,Sim,Nao,62222.81,Nao
758,France,Female,39,6,127357.76,1,Nao,Sim,56577,Nao
506,France,Male,36,5,0,2,Sim,Nao,164253.35,Nao
733,France,Male,33,3,0,1,Sim,Sim,7666.73,Nao
711,France,Male,38,3,0,2,Sim,Nao,68487.51,Nao
514,Germany,Male,43,1,95556.31,1,Nao,Sim,199273.98,Sim
637,Spain,Male,37,8,0,1,Sim,Sim,186062.36,Nao
468,Germany,Male,29,1,111681.98,2,Sim,Sim,195711.16,Nao
539,France,Male,39,3,0,2,Sim,Nao,36692.17,Nao
509,Spain,Female,25,3,108738.71,2,Sim,Nao,106920.57,Nao
662,France,Female,32,4,133950.37,1,Sim,Sim,48725.68,Sim
818,Spain,Male,26,4,0,2,Sim,Sim,167036.94,Nao
608,France,Male,33,9,89968.69,1,Sim,Nao,68777.26,Nao
850,Spain,Female,32,9,0,2,Sim,Sim,18924.92,Nao
816,Germany,Female,38,5,130878.75,3,Sim,Nao,71905.77,Sim
536,France,Male,35,8,0,2,Sim,Nao,64833.28,Nao
753,France,Male,35,3,0,2,Sim,Sim,184843.77,Nao
631,Spain,Male,27,10,134169.62,1,Sim,Sim,176730.02,Nao
703,France,Male,37,1,149762.08,1,Sim,Nao,20629.4,Sim
774,France,Male,26,2,93844.69,1,Sim,Nao,28415.36,Nao
785,France,Male,28,8,0,2,Sim,Nao,77231.27,Nao
571,France,Female,33,1,0,2,Sim,Nao,102750.7,Nao
621,Germany,Male,46,6,141078.37,1,Nao,Nao,34580.8,Sim
605,Germany,Female,31,1,117992.59,1,Sim,Sim,183598.77,Nao
611,France,Female,40,8,100812.33,2,Sim,Nao,147358.27,Nao
569,France,Male,38,7,0,1,Sim,Sim,108469.2,Nao
658,France,Male,29,4,80262.6,1,Sim,Sim,20612.82,Nao
788,Spain,Male,34,6,156478.62,1,Nao,Sim,181196.76,Nao
525,France,Female,23,5,0,2,Sim,Nao,160249.1,Nao
798,France,Male,37,8,0,3,Nao,Nao,110783.28,Nao
486,Germany,Male,37,9,115217.99,2,Sim,Nao,144995.33,Nao
615,Spain,Male,61,9,0,2,Sim,Nao,150227.85,Sim
730,France,Female,35,0,155470.55,1,Sim,Sim,53718.28,Nao
641,France,Male,37,7,0,2,Sim,Nao,75248.3,Nao
542,France,Male,39,3,135096.77,1,Sim,Sim,14353.43,Sim
692,France,Male,30,2,0,2,Nao,Sim,130486.57,Nao
714,Germany,Female,55,9,180075.22,1,Sim,Sim,100127.71,Nao
591,Spain,Male,29,1,97541.24,1,Sim,Sim,196356.17,Nao
710,France,Female,41,2,156067.05,1,Sim,Sim,9983.88,Nao
639,France,Female,38,4,81550.94,2,Nao,Sim,118974.77,Nao
531,France,Female,47,6,0,1,Nao,Nao,194998.34,Sim
673,France,Female,38,2,170061.92,2,Nao,Nao,134901.34,Sim
765,Germany,Male,36,8,92310.54,2,Sim,Sim,72924.56,Nao
622,France,Female,32,6,169089.38,2,Sim,Nao,101057.95,Nao
806,France,Male,40,5,80613.93,1,Sim,Sim,142838.64,Nao
757,Germany,Male,26,8,121581.56,2,Sim,Sim,127059.04,Nao
570,France,Female,58,8,0,1,Nao,Sim,116503.92,Sim
555,Spain,Male,32,4,0,2,Sim,Sim,54405.79,Nao
692,France,Male,54,5,0,2,Sim,Sim,88721.84,Nao
774,France,Male,60,5,85891.55,1,Sim,Nao,74135.48,Sim
638,Spain,Male,44,9,77637.35,2,Sim,Sim,111346.22,Nao
543,Spain,Female,41,4,0,1,Nao,Nao,194902.16,Nao
584,France,Male,31,5,0,2,Sim,Nao,31474.27,Nao
691,Germany,Male,30,7,116927.89,1,Sim,Nao,21198.39,Nao
684,Germany,Female,40,6,137326.65,1,Sim,Nao,186976.6,Nao
733,France,Male,22,5,0,2,Sim,Sim,117202.19,Nao
599,Spain,Female,37,2,0,2,Sim,Sim,143739.29,Nao
524,Germany,Female,31,10,67238.98,2,Sim,Sim,161811.23,Nao
632,Germany,Female,38,6,86569.76,2,Sim,Nao,98090.91,Nao
735,Spain,Male,34,5,0,2,Nao,Nao,71095.41,Nao
734,France,Male,34,6,133598.4,1,Sim,Sim,13107.24,Nao
605,France,Female,51,3,136188.78,1,Sim,Sim,67110.59,Sim
793,Spain,Male,38,9,0,2,Sim,Nao,88225.02,Nao
468,France,Female,56,10,0,3,Nao,Sim,62256.87,Sim
779,Germany,Male,37,7,120092.52,2,Sim,Nao,135925.72,Nao
698,France,Male,48,4,101238.24,2,Nao,Sim,177815.87,Sim
707,France,Male,58,6,89685.92,1,Nao,Sim,126471.13,Nao
850,France,Female,35,1,211774.31,1,Sim,Nao,188574.12,Sim
850,France,Male,56,7,131317.48,1,Sim,Sim,119175.45,Nao
527,Spain,Male,37,5,93722.73,2,Sim,Sim,139093.73,Nao
696,Germany,Male,32,8,101160.99,1,Sim,Sim,115916.55,Nao
661,France,Male,48,3,120320.54,1,Nao,Nao,96463.25,Nao
776,France,Female,31,2,0,2,Sim,Sim,112349.51,Nao
701,France,Male,43,2,0,2,Sim,Sim,165303.79,Nao
610,France,Male,26,8,0,2,Sim,Nao,166031.08,Nao
572,Germany,Female,48,3,152827.99,1,Sim,Nao,38411.79,Sim
673,France,Male,30,1,64097.75,1,Sim,Sim,77783.35,Nao
519,Spain,Female,57,2,119035.35,2,Sim,Sim,29871.79,Nao
702,Spain,Female,26,4,135219.57,1,Nao,Sim,59747.63,Nao
729,France,Male,32,6,93694.42,1,Sim,Sim,79919.13,Nao
543,Spain,Male,35,10,59408.63,1,Sim,Nao,76773.53,Nao
550,France,Female,40,7,114354.95,1,Sim,Nao,54018.93,Nao
608,France,Male,59,1,0,1,Sim,Nao,70649.64,Sim
639,Germany,Male,35,10,128173.9,2,Sim,Nao,59093.39,Nao
686,Spain,Male,34,9,0,2,Sim,Nao,127569.8,Nao
564,Germany,Female,62,5,114931.35,3,Nao,Sim,18260.98,Sim
745,Germany,Female,28,1,111071.36,1,Sim,Nao,73275.96,Sim
833,France,Male,37,8,151226.18,2,Sim,Sim,136129.49,Nao
622,France,Male,26,9,0,2,Sim,Sim,153237.59,Nao
597,France,Female,42,4,64740.12,1,Sim,Sim,106841.12,Nao
721,Spain,Male,51,0,169312.13,1,Sim,Nao,109078.35,Sim
504,France,Female,49,7,0,3,Nao,Sim,87822.14,Sim
842,Spain,Female,44,2,112652.08,2,Sim,Nao,126644.98,Nao
587,France,Male,38,0,0,2,Sim,Nao,47414.15,Nao
479,Germany,Female,30,7,143964.36,2,Sim,Nao,41879.99,Nao
508,France,Male,49,7,122451.46,2,Sim,Sim,75808.1,Nao
749,France,Male,24,1,0,3,Sim,Sim,47911.03,Nao
721,Germany,Female,36,3,65253.07,2,Sim,Nao,28737.78,Nao
674,Germany,Male,47,6,106901.94,1,Sim,Sim,2079.2,Sim
685,Spain,Female,25,10,128509.63,1,Sim,Nao,121562.33,Nao
417,France,Male,34,7,0,2,Sim,Nao,55003.79,Nao
574,Germany,Male,33,3,129834.67,1,Sim,Nao,193131.42,Nao
590,Spain,Female,51,3,154962.99,3,Nao,Sim,191932.27,Sim
587,Germany,Male,40,5,138241.9,2,Sim,Nao,159418.1,Nao
598,Germany,Male,41,3,91536.93,1,Sim,Nao,191468.78,Sim
741,Spain,Male,53,3,0,2,Sim,Sim,38913.68,Nao
850,Spain,Female,70,5,0,1,Sim,Sim,705.18,Nao
584,Germany,Female,29,7,105204.01,1,Nao,Sim,138490.03,Nao
650,Spain,Male,61,1,152968.73,1,Nao,Sim,82970.69,Nao
607,Spain,Male,36,8,158261.68,1,Sim,Sim,76744.72,Nao
509,France,Female,46,1,0,1,Sim,Nao,71244.59,Sim
689,Spain,Female,38,6,121021.05,1,Sim,Sim,12182.15,Nao
543,France,Male,36,4,0,2,Sim,Sim,141210.5,Nao
438,Spain,Female,54,2,0,1,Nao,Nao,191763.07,Sim
687,Spain,Female,63,1,137715.66,1,Sim,Sim,37938.74,Nao
737,Germany,Male,31,5,121192.22,2,Sim,Sim,74890.58,Nao
761,France,Male,31,7,0,3,Sim,Sim,166698.18,Nao
601,France,Male,44,1,100486.18,2,Sim,Sim,62678.53,Nao
651,France,Male,45,1,0,1,Sim,Nao,67740.08,Sim
745,France,Male,35,9,92566.53,2,Sim,Nao,161519.77,Nao
648,Spain,Female,49,10,0,2,Sim,Sim,159835.78,Sim
848,Spain,Male,40,3,110929.96,1,Sim,Sim,30876.84,Nao
546,France,Female,27,8,0,2,Sim,Sim,14858.1,Nao
439,Spain,Female,32,3,138901.61,1,Sim,Nao,75685.97,Nao
755,France,Male,30,4,123217.66,2,Nao,Sim,144183.1,Nao
593,France,Female,41,6,0,1,Sim,Nao,65170.66,Nao
701,France,Male,39,2,0,2,Sim,Sim,82526.92,Nao
701,Spain,Male,36,8,0,2,Sim,Nao,169161.46,Nao
607,Spain,Female,33,2,108431.87,2,Nao,Sim,109291.39,Sim
586,Spain,Female,57,3,0,2,Nao,Sim,6057.81,Nao
547,Germany,Female,30,9,72392.41,1,Sim,Nao,77077.14,Nao
647,Germany,Female,51,1,119741.77,2,Nao,Nao,54954.51,Sim
760,France,Female,51,2,100946.71,1,Nao,Nao,179614.8,Sim
621,Spain,Male,53,9,170491.84,1,Sim,Nao,35588.07,Sim
725,France,Male,44,5,0,1,Sim,Sim,117356.14,Nao
526,France,Male,36,1,0,1,Sim,Nao,160696.72,Nao
519,Spain,Female,47,6,157296.02,2,Nao,Nao,147278.43,Sim
713,Germany,Female,38,7,144606.22,1,Sim,Sim,56594.36,Sim
700,France,Male,38,8,134811.3,1,Sim,Nao,1299.75,Nao
666,France,Female,34,9,115897.12,1,Sim,Sim,25095.03,Nao
630,Spain,Male,32,4,82034,1,Nao,Nao,146326.45,Nao
779,Spain,Female,26,4,174318.13,2,Nao,Sim,38296.21,Nao
611,Germany,Female,41,2,114206.84,1,Sim,Nao,164061.6,Nao
685,Spain,Male,43,9,0,2,Sim,Nao,107811.28,Nao
646,Germany,Male,39,9,111574.41,1,Sim,Sim,30838.51,Nao
683,Germany,Female,57,5,162448.69,1,Nao,Nao,9221.78,Sim
484,Germany,Female,34,4,148249.54,1,Nao,Sim,33738.27,Nao
601,France,Female,43,8,0,3,Nao,Sim,110916.15,Sim
762,Spain,Female,26,7,123709.46,2,Sim,Sim,169654.57,Nao
687,France,Female,72,9,0,1,Nao,Sim,69829.4,Nao
566,France,Male,30,5,0,1,Sim,Nao,54926.51,Sim
702,France,Male,37,10,150525.8,1,Sim,Sim,94728.49,Nao
601,France,Male,29,9,0,1,Sim,Sim,80393.27,Nao
699,France,Male,53,4,0,2,Nao,Sim,111307.98,Nao
584,France,Male,28,10,0,2,Sim,Nao,19834.32,Nao
699,France,Male,35,5,0,2,Sim,Sim,78397.24,Nao
698,Germany,Female,51,2,111018.98,1,Sim,Nao,86410.28,Nao
495,France,Male,30,10,129755.99,1,Nao,Nao,172749.65,Nao
650,France,Female,27,6,0,2,Sim,Nao,1002.39,Nao
605,France,Female,64,2,129555.7,1,Sim,Sim,13601.79,Nao
667,Spain,Male,38,1,87202.38,1,Sim,Sim,77866.91,Nao
688,Germany,Male,26,8,146133.39,1,Sim,Sim,175296.76,Nao
727,Spain,Female,31,0,0,1,Sim,Nao,121751.04,Sim
754,Spain,Male,39,6,170184.99,2,Sim,Nao,89593.26,Nao
612,Germany,Female,62,8,140745.33,1,Sim,Nao,193437.89,Sim
546,Spain,Male,42,7,139070.51,1,Sim,Sim,86945,Nao
673,Spain,Female,37,8,0,2,Sim,Sim,183318.79,Nao
593,France,Male,35,9,114193.24,1,Sim,Nao,71154.1,Nao
656,Spain,Female,40,10,167878.5,1,Nao,Sim,151887.16,Nao
535,Germany,Female,53,5,141616.55,2,Sim,Sim,75888.65,Nao
678,Germany,Male,36,3,145747.67,2,Nao,Sim,89566.74,Nao
477,Spain,Female,48,2,129120.64,1,Nao,Sim,26475.79,Nao
850,Spain,Male,35,7,110349.82,1,Nao,Nao,126355.8,Nao
427,France,Male,29,1,141325.56,1,Sim,Sim,93839.3,Nao
752,France,Male,49,2,78653.84,1,Sim,Nao,7698.6,Nao
649,France,Male,47,1,0,2,Sim,Sim,145593.85,Nao
799,Spain,Female,28,3,142253.65,1,Sim,Nao,45042.56,Nao
589,France,Female,61,1,0,1,Sim,Nao,61108.56,Sim
583,Germany,Female,54,6,115988.86,1,Sim,Nao,57553.98,Sim
839,Spain,Female,33,10,75592.43,1,Sim,Nao,62674.42,Nao
540,Germany,Male,44,3,164113.04,2,Sim,Sim,12120.79,Nao
850,France,Male,31,6,67996.23,2,Nao,Nao,50129.87,Sim
696,Spain,Female,51,5,0,2,Sim,Nao,55022.43,Nao
660,Spain,Female,33,1,0,2,Nao,Nao,117834.91,Nao
682,France,Male,48,1,138778.15,1,Nao,Sim,168840.23,Nao
744,France,Female,43,10,147832.15,1,Nao,Sim,24234.11,Nao
785,France,Female,36,4,135438.4,1,Nao,Nao,190627.01,Nao
752,Spain,Male,48,5,116060.08,1,Sim,Nao,156618.38,Sim
706,France,Female,29,5,112564.62,1,Sim,Nao,42334.38,Nao
583,France,Female,27,1,125406.58,1,Sim,Sim,110784.42,Nao
660,Germany,Female,39,5,135134.99,1,Sim,Nao,173683,Sim
819,France,Female,39,9,133102.92,1,Sim,Nao,27046.46,Sim
673,France,Female,34,8,42157.08,1,Sim,Nao,20598.59,Sim
752,France,Female,30,3,0,2,Sim,Sim,104991.28,Nao
578,France,Male,38,7,82259.29,1,Sim,Nao,8996.97,Nao
438,France,Female,36,4,0,2,Sim,Nao,64420.5,Nao
652,France,Male,38,6,0,2,Sim,Sim,145700.22,Nao
629,France,Female,49,4,0,2,Sim,Sim,196335.48,Nao
720,France,Male,52,7,0,1,Sim,Sim,14781.12,Nao
668,France,Male,42,3,150461.07,1,Sim,Nao,108139.23,Nao
459,Germany,Male,48,4,133994.52,1,Sim,Sim,19287.06,Sim
729,Spain,Male,31,8,164870.81,2,Sim,Sim,9567.39,Nao
498,Germany,Male,25,8,121702.73,1,Sim,Sim,132210.49,Nao
549,Spain,Male,25,6,193858.2,1,Nao,Sim,21600.11,Nao
601,Germany,Female,54,1,131039.97,2,Sim,Sim,199661.5,Nao
544,France,Male,64,9,113829.45,1,Sim,Sim,124341.49,Nao
751,France,Female,30,6,0,2,Sim,Nao,15766.1,Nao
632,Germany,Female,41,3,81877.38,1,Sim,Sim,33642.21,Nao
694,Spain,Male,57,8,116326.07,1,Sim,Sim,117704.65,Nao
678,France,Male,31,2,0,2,Sim,Sim,58803.28,Nao
695,France,Male,46,4,0,2,Sim,Sim,137537.22,Nao
661,France,Female,41,1,0,2,Nao,Sim,131300.68,Nao
661,France,Male,33,9,0,2,Sim,Sim,84174.81,Nao
559,France,Female,31,3,127070.73,1,Nao,Sim,160941.78,Nao
503,France,Male,29,3,0,2,Sim,Sim,143954.99,Nao
695,Spain,Male,46,3,122549.64,1,Sim,Sim,56297.85,Nao
640,France,Female,42,5,176099.13,1,Sim,Sim,8404.73,Nao
624,Germany,Female,48,3,122388.38,2,Nao,Nao,30020.09,Nao
667,France,Male,42,9,0,2,Nao,Sim,58137.42,Nao
642,France,Male,26,0,0,1,Nao,Nao,47472.68,Nao
640,Spain,Female,32,6,118879.35,2,Sim,Sim,19131.71,Nao
529,Spain,Male,35,5,0,2,Sim,Sim,187288.5,Nao
563,France,Female,39,5,0,2,Sim,Sim,17603.81,Nao
593,Spain,Female,38,4,88736.44,2,Sim,Nao,67020.03,Nao
739,Germany,Male,45,7,102703.62,1,Nao,Sim,147802.94,Sim
788,Spain,Female,70,1,0,2,Sim,Sim,41610.62,Nao
684,Spain,Female,38,3,0,2,Sim,Nao,44255.65,Nao
482,France,Male,55,5,97318.25,1,Nao,Sim,78416.14,Nao
591,Spain,Male,58,5,128468.69,1,Nao,Sim,137254.55,Nao
651,Germany,Female,41,4,133432.59,1,Nao,Sim,151303.48,Nao
749,Germany,Female,40,8,141782.57,2,Nao,Nao,86333.63,Nao
583,France,Male,24,9,135125.28,1,Nao,Nao,89801.9,Nao
661,Spain,Male,42,2,178820.91,1,Nao,Nao,29358.57,Sim
715,France,Female,31,2,112212.14,2,Sim,Sim,181600.72,Nao
769,Germany,Female,45,5,126674.81,1,Sim,Nao,124118.71,Sim
625,France,Female,51,7,136294.97,1,Sim,Nao,38867.46,Sim
641,France,Female,36,5,66392.64,1,Sim,Nao,31106.67,Nao
716,Germany,Male,27,1,122552.34,2,Sim,Nao,67611.36,Nao
767,France,Male,43,1,76408.85,2,Sim,Nao,77837.63,Nao
745,Germany,Male,36,8,145071.24,1,Nao,Nao,6078.46,Nao
589,France,Male,34,6,0,2,Sim,Sim,177896.92,Nao
796,France,Female,45,2,109730.22,1,Sim,Sim,123882.73,Nao
664,France,Male,57,6,0,2,Sim,Sim,15304.08,Nao
445,Spain,Male,62,1,64119.38,1,Sim,Sim,76569.64,Sim
543,Germany,Female,57,1,106138.33,2,Sim,Sim,120657.32,Sim
746,Spain,Male,36,2,0,2,Sim,Sim,16436.56,Nao
742,Germany,Male,33,0,181656.51,1,Sim,Sim,107667.91,Nao
750,France,Female,32,5,0,2,Sim,Nao,95611.47,Nao
669,France,Male,30,7,95128.86,1,Nao,Nao,19799.26,Nao
594,Spain,Female,49,2,126615.94,2,Nao,Sim,123214.74,Nao
574,Spain,Male,36,1,0,2,Nao,Sim,71709.12,Nao
659,Germany,Male,36,2,76190.48,2,Sim,Sim,149066.14,Nao
750,Germany,Male,40,5,168286.81,3,Sim,Nao,20451.99,Sim
626,Germany,Male,35,4,88109.81,1,Sim,Sim,32825.5,Nao
620,France,Male,42,4,0,2,Sim,Nao,6232.31,Nao
580,France,Female,35,8,0,2,Nao,Sim,10357.03,Nao
686,France,Female,34,3,123971.51,2,Sim,Nao,147794.63,Nao
540,France,Male,48,0,148116.48,1,Nao,Nao,116973.48,Nao
634,Germany,Male,35,6,116269.01,1,Sim,Nao,129964.94,Nao
632,Spain,Male,38,1,120599.21,1,Sim,Nao,92816.86,Nao
501,France,Female,41,3,144260.5,1,Sim,Nao,172114.67,Nao
650,Spain,Female,25,3,86605.5,3,Sim,Nao,16649.31,Sim
786,France,Male,34,9,0,2,Sim,Nao,144517.19,Nao
554,Germany,Female,37,4,58629.97,1,Nao,Nao,182038.6,Nao
701,Spain,Female,42,5,0,2,Nao,Nao,24210.56,Nao
474,France,Male,45,10,0,2,Nao,Nao,172175.9,Nao
621,France,Female,43,5,0,1,Sim,Sim,47578.45,Nao
672,Spain,Female,56,2,209767.31,2,Sim,Sim,150694.42,Sim
459,Spain,Female,42,6,129634.25,2,Sim,Sim,177683.02,Sim
669,France,Male,23,1,0,2,Nao,Nao,66088.83,Nao
776,France,Female,38,2,169824.46,1,Sim,Nao,169291.7,Nao
694,France,Male,36,3,97530.25,1,Sim,Sim,117140.41,Nao
787,France,Female,42,10,145988.65,2,Sim,Sim,79510.37,Nao
580,France,Male,37,9,0,2,Nao,Sim,77108.66,Nao
711,France,Female,25,7,0,3,Sim,Sim,9679.28,Nao
673,France,Female,40,5,137494.28,1,Sim,Nao,81753.92,Nao
499,France,Female,57,1,0,1,Nao,Nao,131372.38,Sim
591,France,Male,24,6,147360,1,Sim,Sim,25310.82,Nao
769,France,Female,25,10,0,2,Nao,Nao,187925.75,Nao
657,Spain,Male,31,3,125167.02,1,Nao,Nao,98820.39,Nao
738,Germany,Male,43,9,121152.05,2,Sim,Nao,64166.7,Sim
545,Germany,Female,60,7,128981.07,1,Nao,Sim,176924.21,Sim
497,France,Male,47,6,0,1,Sim,Sim,90055.08,Nao
816,Spain,Male,67,6,151858.98,1,Sim,Sim,72814.31,Nao
525,France,Male,36,2,114628.4,1,Nao,Sim,168290.06,Nao
725,France,Male,46,6,0,2,Sim,Nao,161767.38,Nao
692,France,Female,28,8,95059.02,2,Sim,Nao,44420.18,Nao
618,France,Female,24,7,128736.39,1,Nao,Sim,37147.61,Nao
546,France,Male,24,8,156325.38,1,Sim,Sim,125381.02,Nao
635,France,Male,29,7,105405.97,1,Sim,Sim,149853.89,Nao
611,France,Female,49,2,88915.37,3,Nao,Nao,161435.02,Sim
650,France,Male,60,8,0,2,Sim,Sim,102925.76,Nao
606,France,Male,40,5,0,2,Sim,Sim,70899.27,Nao
844,France,Male,18,2,160980.03,1,Nao,Nao,145936.28,Nao
450,Spain,Female,46,5,177619.71,1,Sim,Nao,54227.06,Nao
727,Spain,Male,38,2,62276.99,1,Sim,Sim,59280.79,Nao
460,Germany,Male,46,4,127559.97,2,Sim,Sim,126952.5,Nao
649,France,Male,41,0,0,2,Nao,Sim,130567.02,Nao
758,Germany,Female,47,9,95523.16,1,Sim,Nao,73294.48,Nao
490,France,Female,35,7,107749.03,1,Sim,Sim,3937.37,Nao
815,Germany,Male,37,2,110777.26,2,Sim,Nao,2383.59,Nao
838,Spain,Female,39,5,166733.92,2,Sim,Nao,14279.44,Nao
803,France,Male,31,9,157120.86,2,Sim,Nao,141300.53,Nao
664,Germany,Female,36,2,127160.78,2,Sim,Nao,78140.75,Nao
736,Spain,Female,28,2,0,2,Sim,Sim,117431.1,Nao
633,France,Female,37,9,156091.97,1,Sim,Nao,72008.61,Nao
664,France,Male,58,5,98668.18,1,Sim,Sim,60887.58,Nao
600,France,Female,43,5,134022.06,1,Sim,Nao,194764.83,Nao
693,France,Female,35,5,124151.09,1,Sim,Nao,88705.14,Sim
663,Germany,Female,36,6,77253.5,1,Nao,Nao,35817.97,Sim
742,Germany,Female,21,1,114292.48,1,Sim,Nao,31520.4,Nao
710,Germany,Male,43,2,140080.32,3,Sim,Sim,157908.19,Sim
710,Spain,Female,27,2,135277.96,1,Sim,Nao,142200.15,Nao
700,France,Female,82,2,0,2,Nao,Sim,182055.36,Nao
720,Germany,Male,60,9,115920.62,2,Nao,Nao,157552.08,Sim
684,Spain,Male,41,2,119782.72,2,Nao,Nao,120284.67,Nao
531,France,Female,63,1,114715.71,1,Nao,Sim,24506.95,Sim
742,Germany,Female,36,2,129748.54,2,Nao,Nao,47271.61,Sim
717,France,Male,31,4,129722.57,1,Nao,Nao,41176.6,Nao
589,France,Male,32,2,0,2,Nao,Sim,9468.64,Nao
767,France,Male,36,3,139180.2,1,Nao,Nao,123880.19,Nao
636,Germany,Male,49,6,113599.74,2,Sim,Nao,158887.09,Sim
648,France,Male,33,7,134944,1,Sim,Sim,117036.38,Nao
622,Germany,Female,58,7,116922.25,1,Sim,Nao,120415.61,Sim
692,Spain,Male,28,9,118945.09,1,Nao,Nao,16064.25,Sim
754,France,Male,28,8,0,2,Sim,Sim,52615.62,Nao
679,Spain,Female,35,8,119182.73,1,Nao,Nao,121210.09,Nao
639,France,Male,27,8,0,2,Sim,Nao,192247.35,Nao
774,France,Female,28,1,71264.02,2,Nao,Sim,68759.57,Nao
517,France,Male,41,2,0,2,Nao,Sim,75937.47,Nao
571,France,Female,35,8,0,2,Nao,Nao,84569.13,Nao
747,Germany,Male,58,7,116313.57,1,Sim,Sim,190696.35,Sim
792,Spain,Male,36,5,92140.15,1,Nao,Sim,67468.67,Nao
688,France,Male,26,1,0,2,Sim,Sim,104435.94,Nao
714,Germany,Male,42,2,177640.09,1,Nao,Sim,47166.55,Nao
562,Spain,Female,35,0,0,2,Sim,Nao,119899.52,Nao
704,Spain,Male,48,8,167997.6,1,Sim,Sim,173498.45,Nao
698,France,Male,36,2,82275.35,2,Sim,Sim,93249.26,Nao
611,France,Male,49,3,0,2,Sim,Sim,142917.54,Nao
850,Germany,Female,48,6,111962.99,1,Sim,Nao,111755.8,Nao
743,Germany,Female,34,1,131736.88,1,Sim,Sim,108543.21,Nao
654,France,Male,29,1,0,1,Sim,Nao,180345.44,Nao
761,Germany,Male,36,8,108239.11,2,Nao,Nao,99444.02,Nao
